Order_ID,Order_Date,Product,Category,Region,Customer_Segment,Quantity,Unit_Price,Discount,Sales,Cost,Profit,order date,Month
ORD10151,2025-07-09,Tablet,Electronics,East,Corporate,5,22000.0,0.05,104500.0,73122.06,31377.94,2025-07-09,2025-07
ORD10039,2025-07-10,Smartphone,Electronics,South,Small Business,7,28000.0,0.0,196000.0,130612.33,65387.67,2025-07-10,2025-07
ORD10035,2025-07-10,Headphones,Accessories,East,Corporate,10,2500.0,0.05,23750.0,14837.28,8912.72,2025-07-10,2025-07
ORD10249,2025-07-12,Monitor,Electronics,North,Corporate,8,14000.0,0.0,112000.0,72803.79,39196.21,2025-07-12,2025-07
ORD10398,2025-07-13,Mouse,Accessories,West,Consumer,8,800.0,0.0,6400.0,4066.63,2333.37,2025-07-13,2025-07
ORD10130,2025-07-13,Headphones,Accessories,North,Small Business,6,2500.0,0.0,15000.0,11933.92,3066.08,2025-07-13,2025-07
ORD10376,2025-07-13,Printer,Office,East,Consumer,8,12000.0,0.05,91200.0,67361.13,23838.87,2025-07-13,2025-07
ORD10589,2025-07-14,Mouse,Accessories,North,Small Business,7,800.0,0.0,5600.0,3653.7,1946.3,2025-07-14,2025-07
ORD10234,2025-07-14,Laptop,Electronics,South,Small Business,6,55000.0,0.05,313500.0,214146.01,99353.99,2025-07-14,2025-07
ORD10247,2025-07-15,Laptop,Electronics,South,Consumer,5,55000.0,0.0,275000.0,174165.86,100834.14,2025-07-15,2025-07
ORD10486,2025-07-17,Tablet,Electronics,West,Consumer,3,22000.0,0.15,56100.0,45792.15,10307.85,2025-07-17,2025-07
ORD10032,2025-07-20,Tablet,Electronics,East,Corporate,5,22000.0,0.0,110000.0,87181.54,22818.46,2025-07-20,2025-07
ORD10395,2025-07-20,Desk,Furniture,South,Small Business,7,11000.0,0.0,77000.0,51895.24,25104.76,2025-07-20,2025-07
ORD10101,2025-07-20,Smartphone,Electronics,West,Corporate,7,28000.0,0.0,196000.0,141941.55,54058.45,2025-07-20,2025-07
ORD10287,2025-07-20,Smartphone,Electronics,East,Consumer,7,28000.0,0.15,166600.0,129905.16,36694.84,2025-07-20,2025-07
ORD10251,2025-07-21,Printer,Office,South,Corporate,2,12000.0,0.0,24000.0,17338.67,6661.33,2025-07-21,2025-07
ORD10195,2025-07-21,Mouse,Accessories,South,Corporate,9,800.0,0.1,6480.0,4600.52,1879.48,2025-07-21,2025-07
ORD10082,2025-07-22,Office Chair,Furniture,North,Corporate,8,8500.0,0.15,57800.0,46906.15,10893.85,2025-07-22,2025-07
ORD10262,2025-07-23,Smartphone,Electronics,East,Small Business,8,28000.0,0.0,224000.0,152164.79,71835.21,2025-07-23,2025-07
ORD10375,2025-07-23,Headphones,Accessories,South,Consumer,4,2500.0,0.05,9500.0,7573.77,1926.23,2025-07-23,2025-07
ORD10594,2025-07-24,Tablet,Electronics,West,Corporate,10,22000.0,0.0,220000.0,175571.35,44428.65,2025-07-24,2025-07
ORD10461,2025-07-24,Headphones,Accessories,West,Small Business,1,2500.0,0.0,2500.0,2003.13,496.87,2025-07-24,2025-07
ORD10047,2025-07-26,Smartphone,Electronics,West,Small Business,10,28000.0,0.0,280000.0,197579.18,82420.82,2025-07-26,2025-07
ORD10474,2025-07-28,Keyboard,Accessories,North,Small Business,6,1500.0,0.1,8100.0,5687.97,2412.03,2025-07-28,2025-07
ORD10513,2025-07-29,Headphones,Accessories,South,Small Business,1,2500.0,0.0,2500.0,1974.99,525.01,2025-07-29,2025-07
ORD10198,2025-07-29,Monitor,Electronics,East,Corporate,10,14000.0,0.05,133000.0,93475.85,39524.15,2025-07-29,2025-07
ORD10048,2025-07-29,Monitor,Electronics,West,Small Business,9,14000.0,0.1,113400.0,86583.12,26816.88,2025-07-29,2025-07
ORD10001,2025-07-30,Headphones,Accessories,South,Consumer,5,2500.0,0.05,11875.0,8709.87,3165.13,2025-07-30,2025-07
ORD10215,2025-08-01,Office Chair,Furniture,South,Consumer,6,8500.0,0.0,51000.0,41407.68,9592.32,2025-08-01,2025-08
ORD10324,2025-08-02,Desk,Furniture,South,Consumer,9,11000.0,0.0,99000.0,79940.28,19059.72,2025-08-02,2025-08
ORD10136,2025-08-02,Desk,Furniture,South,Consumer,7,11000.0,0.05,73150.0,51248.6,21901.4,2025-08-02,2025-08
ORD10587,2025-08-02,Desk,Furniture,South,Small Business,10,11000.0,0.1,99000.0,78842.17,20157.83,2025-08-02,2025-08
ORD10431,2025-08-03,Monitor,Electronics,South,Corporate,8,14000.0,0.1,100800.0,68001.11,32798.89,2025-08-03,2025-08
ORD10349,2025-08-04,Smartphone,Electronics,North,Consumer,6,28000.0,0.0,168000.0,107492.38,60507.62,2025-08-04,2025-08
ORD10490,2025-08-06,Smartphone,Electronics,South,Consumer,2,28000.0,0.05,53200.0,38999.11,14200.89,2025-08-06,2025-08
ORD10598,2025-08-06,Office Chair,Furniture,South,Corporate,2,8500.0,0.05,16150.0,12784.91,3365.09,2025-08-06,2025-08
ORD10012,2025-08-06,Printer,Office,North,Corporate,8,12000.0,0.1,86400.0,68847.09,17552.91,2025-08-06,2025-08
ORD10051,2025-08-07,Tablet,Electronics,North,Corporate,1,22000.0,0.0,22000.0,14204.93,7795.07,2025-08-07,2025-08
ORD10084,2025-08-10,Laptop,Electronics,West,Consumer,10,55000.0,0.05,522500.0,396055.51,126444.49,2025-08-10,2025-08
ORD10218,2025-08-11,Headphones,Accessories,West,Corporate,8,2500.0,0.0,20000.0,14591.84,5408.16,2025-08-11,2025-08
ORD10583,2025-08-13,Laptop,Electronics,West,Small Business,6,55000.0,0.05,313500.0,256073.72,57426.28,2025-08-13,2025-08
ORD10592,2025-08-14,Monitor,Electronics,West,Consumer,2,14000.0,0.0,28000.0,20313.44,7686.56,2025-08-14,2025-08
ORD10007,2025-08-14,Tablet,Electronics,North,Corporate,10,22000.0,0.1,198000.0,124479.14,73520.86,2025-08-14,2025-08
ORD10041,2025-08-15,Office Chair,Furniture,East,Consumer,1,8500.0,0.0,8500.0,6280.61,2219.39,2025-08-15,2025-08
ORD10509,2025-08-15,Monitor,Electronics,West,Corporate,7,14000.0,0.05,93100.0,66255.56,26844.44,2025-08-15,2025-08
ORD10538,2025-08-15,Desk,Furniture,North,Consumer,7,11000.0,0.0,77000.0,59628.99,17371.01,2025-08-15,2025-08
ORD10578,2025-08-16,Tablet,Electronics,North,Small Business,8,22000.0,0.1,158400.0,126162.95,32237.05,2025-08-16,2025-08
ORD10346,2025-08-16,Printer,Office,East,Consumer,7,12000.0,0.0,84000.0,56224.2,27775.8,2025-08-16,2025-08
ORD10560,2025-08-18,Monitor,Electronics,East,Corporate,6,14000.0,0.05,79800.0,57983.14,21816.86,2025-08-18,2025-08
ORD10433,2025-08-19,Desk,Furniture,East,Small Business,9,11000.0,0.0,99000.0,67294.77,31705.23,2025-08-19,2025-08
ORD10119,2025-08-20,Headphones,Accessories,West,Consumer,5,2500.0,0.1,11250.0,8326.34,2923.66,2025-08-20,2025-08
ORD10435,2025-08-21,Desk,Furniture,East,Small Business,9,11000.0,0.0,99000.0,66514.08,32485.92,2025-08-21,2025-08
ORD10158,2025-08-21,Tablet,Electronics,South,Corporate,5,22000.0,0.0,110000.0,80289.65,29710.35,2025-08-21,2025-08
ORD10275,2025-08-22,Tablet,Electronics,West,Small Business,1,22000.0,0.0,22000.0,14939.96,7060.04,2025-08-22,2025-08
ORD10537,2025-08-23,Office Chair,Furniture,West,Consumer,2,8500.0,0.1,15300.0,12500.07,2799.93,2025-08-23,2025-08
ORD10493,2025-08-23,Printer,Office,South,Corporate,1,12000.0,0.0,12000.0,8900.47,3099.53,2025-08-23,2025-08
ORD10212,2025-08-23,Monitor,Electronics,West,Corporate,9,14000.0,0.05,119700.0,79988.36,39711.64,2025-08-23,2025-08
ORD10510,2025-08-24,Office Chair,Furniture,East,Corporate,2,8500.0,0.05,16150.0,11578.57,4571.43,2025-08-24,2025-08
ORD10175,2025-08-28,Printer,Office,North,Small Business,1,12000.0,0.0,12000.0,7578.67,4421.33,2025-08-28,2025-08
ORD10470,2025-08-29,Office Chair,Furniture,East,Consumer,4,8500.0,0.0,34000.0,21506.04,12493.96,2025-08-29,2025-08
ORD10278,2025-09-02,Tablet,Electronics,South,Consumer,5,22000.0,0.0,110000.0,76602.67,33397.33,2025-09-02,2025-09
ORD10335,2025-09-03,Desk,Furniture,North,Consumer,7,11000.0,0.0,77000.0,56831.35,20168.65,2025-09-03,2025-09
ORD10028,2025-09-05,Tablet,Electronics,South,Corporate,3,22000.0,0.05,62700.0,44539.17,18160.83,2025-09-05,2025-09
ORD10178,2025-09-07,Smartphone,Electronics,South,Corporate,8,28000.0,0.0,224000.0,149595.27,74404.73,2025-09-07,2025-09
ORD10050,2025-09-08,Printer,Office,North,Corporate,1,12000.0,0.05,11400.0,9328.06,2071.94,2025-09-08,2025-09
ORD10536,2025-09-09,Smartphone,Electronics,East,Corporate,7,28000.0,0.1,176400.0,125287.72,51112.28,2025-09-09,2025-09
ORD10089,2025-09-12,Printer,Office,South,Consumer,3,12000.0,0.0,36000.0,27764.38,8235.62,2025-09-12,2025-09
ORD10397,2025-09-14,Smartphone,Electronics,West,Consumer,10,28000.0,0.0,280000.0,201502.32,78497.68,2025-09-14,2025-09
ORD10208,2025-09-15,Tablet,Electronics,South,Small Business,9,22000.0,0.1,178200.0,115370.59,62829.41,2025-09-15,2025-09
ORD10403,2025-09-17,Headphones,Accessories,West,Corporate,4,2500.0,0.05,9500.0,7388.37,2111.63,2025-09-17,2025-09
ORD10460,2025-09-17,Tablet,Electronics,South,Consumer,8,22000.0,0.0,176000.0,117813.65,58186.35,2025-09-17,2025-09
ORD10276,2025-09-19,Laptop,Electronics,North,Corporate,10,55000.0,0.05,522500.0,404333.82,118166.18,2025-09-19,2025-09
ORD10135,2025-09-19,Smartphone,Electronics,West,Corporate,7,28000.0,0.0,196000.0,124692.04,71307.96,2025-09-19,2025-09
ORD10137,2025-09-19,Office Chair,Furniture,North,Small Business,6,8500.0,0.0,51000.0,33389.95,17610.05,2025-09-19,2025-09
ORD10524,2025-09-20,Keyboard,Accessories,South,Consumer,3,1500.0,0.0,4500.0,3497.65,1002.35,2025-09-20,2025-09
ORD10383,2025-09-21,Tablet,Electronics,West,Consumer,3,22000.0,0.15,56100.0,43692.89,12407.11,2025-09-21,2025-09
ORD10401,2025-09-22,Keyboard,Accessories,North,Small Business,1,1500.0,0.1,1350.0,1048.92,301.08,2025-09-22,2025-09
ORD10078,2025-09-22,Office Chair,Furniture,North,Consumer,1,8500.0,0.0,8500.0,6512.11,1987.89,2025-09-22,2025-09
ORD10197,2025-09-23,Keyboard,Accessories,North,Small Business,5,1500.0,0.05,7125.0,4941.56,2183.44,2025-09-23,2025-09
ORD10333,2025-09-24,Desk,Furniture,North,Small Business,6,11000.0,0.05,62700.0,48063.33,14636.67,2025-09-24,2025-09
ORD10094,2025-09-25,Desk,Furniture,East,Consumer,9,11000.0,0.05,94050.0,62724.62,31325.38,2025-09-25,2025-09
ORD10210,2025-09-25,Tablet,Electronics,West,Small Business,10,22000.0,0.1,198000.0,131281.99,66718.01,2025-09-25,2025-09
ORD10173,2025-09-25,Keyboard,Accessories,East,Small Business,1,1500.0,0.05,1425.0,900.08,524.92,2025-09-25,2025-09
ORD10061,2025-09-27,Monitor,Electronics,North,Consumer,5,14000.0,0.1,63000.0,41915.87,21084.13,2025-09-27,2025-09
ORD10025,2025-09-29,Office Chair,Furniture,South,Small Business,1,8500.0,0.05,8075.0,6084.59,1990.41,2025-09-29,2025-09
ORD10023,2025-09-30,Desk,Furniture,North,Small Business,1,11000.0,0.0,11000.0,8629.75,2370.25,2025-09-30,2025-09
ORD10321,2025-09-30,Mouse,Accessories,West,Small Business,3,800.0,0.0,2400.0,1573.17,826.83,2025-09-30,2025-09
ORD10525,2025-10-01,Headphones,Accessories,East,Small Business,1,2500.0,0.15,2125.0,1403.08,721.92,2025-10-01,2025-10
ORD10065,2025-10-02,Smartphone,Electronics,West,Small Business,7,28000.0,0.05,186200.0,117961.89,68238.11,2025-10-02,2025-10
ORD10100,2025-10-03,Printer,Office,North,Consumer,3,12000.0,0.1,32400.0,25544.38,6855.62,2025-10-03,2025-10
ORD10374,2025-10-04,Tablet,Electronics,South,Small Business,6,22000.0,0.05,125400.0,95857.54,29542.46,2025-10-04,2025-10
ORD10010,2025-10-04,Keyboard,Accessories,East,Corporate,8,1500.0,0.05,11400.0,8439.67,2960.33,2025-10-04,2025-10
ORD10223,2025-10-04,Office Chair,Furniture,North,Corporate,5,8500.0,0.0,42500.0,27625.41,14874.59,2025-10-04,2025-10
ORD10294,2025-10-05,Tablet,Electronics,East,Corporate,5,22000.0,0.0,110000.0,82642.53,27357.47,2025-10-05,2025-10
ORD10021,2025-10-06,Keyboard,Accessories,North,Consumer,4,1500.0,0.0,6000.0,4656.63,1343.37,2025-10-06,2025-10
ORD10219,2025-10-06,Smartphone,Electronics,South,Consumer,1,28000.0,0.1,25200.0,17914.06,7285.94,2025-10-06,2025-10
ORD10315,2025-10-07,Mouse,Accessories,North,Small Business,9,800.0,0.0,7200.0,5551.26,1648.74,2025-10-07,2025-10
ORD10441,2025-10-08,Headphones,Accessories,South,Corporate,9,2500.0,0.15,19125.0,13610.06,5514.94,2025-10-08,2025-10
ORD10059,2025-10-08,Mouse,Accessories,West,Corporate,1,800.0,0.0,800.0,526.7,273.3,2025-10-08,2025-10
ORD10138,2025-10-10,Keyboard,Accessories,South,Corporate,8,1500.0,0.1,10800.0,8197.09,2602.91,2025-10-10,2025-10
ORD10327,2025-10-11,Laptop,Electronics,East,Consumer,2,55000.0,0.05,104500.0,67543.13,36956.87,2025-10-11,2025-10
ORD10066,2025-10-11,Desk,Furniture,North,Corporate,5,11000.0,0.1,49500.0,38613.53,10886.47,2025-10-11,2025-10
ORD10077,2025-10-13,Office Chair,Furniture,North,Small Business,4,8500.0,0.1,30600.0,22385.63,8214.37,2025-10-13,2025-10
ORD10377,2025-10-13,Monitor,Electronics,West,Small Business,4,14000.0,0.0,56000.0,39105.09,16894.91,2025-10-13,2025-10
ORD10367,2025-10-14,Printer,Office,South,Corporate,6,12000.0,0.0,72000.0,49347.82,22652.18,2025-10-14,2025-10
ORD10024,2025-10-16,Mouse,Accessories,West,Consumer,9,800.0,0.0,7200.0,5074.18,2125.82,2025-10-16,2025-10
ORD10428,2025-10-17,Keyboard,Accessories,West,Small Business,6,1500.0,0.0,9000.0,5627.15,3372.85,2025-10-17,2025-10
ORD10244,2025-10-17,Printer,Office,West,Small Business,3,12000.0,0.1,32400.0,25888.36,6511.64,2025-10-17,2025-10
ORD10466,2025-10-17,Desk,Furniture,East,Small Business,5,11000.0,0.1,49500.0,38379.43,11120.57,2025-10-17,2025-10
ORD10409,2025-10-17,Tablet,Electronics,West,Corporate,10,22000.0,0.1,198000.0,126268.58,71731.42,2025-10-17,2025-10
ORD10147,2025-10-18,Office Chair,Furniture,South,Corporate,10,8500.0,0.15,72250.0,53555.35,18694.65,2025-10-18,2025-10
ORD10389,2025-10-19,Keyboard,Accessories,East,Corporate,4,1500.0,0.05,5700.0,4195.18,1504.82,2025-10-19,2025-10
ORD10501,2025-10-20,Office Chair,Furniture,South,Corporate,7,8500.0,0.05,56525.0,40962.43,15562.57,2025-10-20,2025-10
ORD10222,2025-10-21,Office Chair,Furniture,North,Consumer,9,8500.0,0.05,72675.0,52155.08,20519.92,2025-10-21,2025-10
ORD10473,2025-10-21,Desk,Furniture,West,Small Business,4,11000.0,0.05,41800.0,30367.04,11432.96,2025-10-21,2025-10
ORD10429,2025-10-22,Monitor,Electronics,East,Small Business,7,14000.0,0.15,83300.0,52049.03,31250.97,2025-10-22,2025-10
ORD10207,2025-10-23,Monitor,Electronics,East,Corporate,4,14000.0,0.1,50400.0,38911.72,11488.28,2025-10-23,2025-10
ORD10310,2025-10-27,Laptop,Electronics,West,Consumer,3,55000.0,0.05,156750.0,122764.94,33985.06,2025-10-27,2025-10
ORD10109,2025-10-28,Mouse,Accessories,West,Small Business,2,800.0,0.1,1440.0,903.21,536.79,2025-10-28,2025-10
ORD10176,2025-10-28,Laptop,Electronics,West,Consumer,3,55000.0,0.1,148500.0,112712.55,35787.45,2025-10-28,2025-10
ORD10043,2025-10-29,Desk,Furniture,East,Corporate,1,11000.0,0.05,10450.0,8543.47,1906.53,2025-10-29,2025-10
ORD10150,2025-10-29,Office Chair,Furniture,North,Corporate,5,8500.0,0.05,40375.0,29090.72,11284.28,2025-10-29,2025-10
ORD10379,2025-10-30,Desk,Furniture,North,Consumer,8,11000.0,0.0,88000.0,66802.88,21197.12,2025-10-30,2025-10
ORD10507,2025-10-30,Tablet,Electronics,South,Corporate,1,22000.0,0.1,19800.0,14428.41,5371.59,2025-10-30,2025-10
ORD10099,2025-10-31,Office Chair,Furniture,South,Corporate,2,8500.0,0.05,16150.0,11757.06,4392.94,2025-10-31,2025-10
ORD10504,2025-10-31,Monitor,Electronics,East,Corporate,10,14000.0,0.0,140000.0,107038.8,32961.2,2025-10-31,2025-10
ORD10345,2025-10-31,Laptop,Electronics,North,Small Business,3,55000.0,0.0,165000.0,102607.94,62392.06,2025-10-31,2025-10
ORD10299,2025-11-01,Tablet,Electronics,South,Consumer,6,22000.0,0.1,118800.0,82498.69,36301.31,2025-11-01,2025-11
ORD10017,2025-11-03,Smartphone,Electronics,East,Consumer,10,28000.0,0.0,280000.0,220632.23,59367.77,2025-11-03,2025-11
ORD10579,2025-11-03,Office Chair,Furniture,South,Small Business,2,8500.0,0.0,17000.0,13272.25,3727.75,2025-11-03,2025-11
ORD10213,2025-11-07,Headphones,Accessories,East,Corporate,2,2500.0,0.05,4750.0,3872.08,877.92,2025-11-07,2025-11
ORD10042,2025-11-09,Smartphone,Electronics,North,Small Business,6,28000.0,0.0,168000.0,120851.37,47148.63,2025-11-09,2025-11
ORD10540,2025-11-09,Laptop,Electronics,West,Consumer,7,55000.0,0.0,385000.0,243720.75,141279.25,2025-11-09,2025-11
ORD10440,2025-11-09,Printer,Office,North,Small Business,10,12000.0,0.0,120000.0,93663.44,26336.56,2025-11-09,2025-11
ORD10019,2025-11-10,Mouse,Accessories,North,Corporate,5,800.0,0.0,4000.0,2762.74,1237.26,2025-11-10,2025-11
ORD10155,2025-11-14,Office Chair,Furniture,South,Small Business,5,8500.0,0.0,42500.0,26569.4,15930.6,2025-11-14,2025-11
ORD10372,2025-11-16,Mouse,Accessories,North,Consumer,1,800.0,0.1,720.0,499.44,220.56,2025-11-16,2025-11
ORD10079,2025-11-16,Laptop,Electronics,North,Small Business,1,55000.0,0.05,52250.0,37256.4,14993.6,2025-11-16,2025-11
ORD10434,2025-11-17,Tablet,Electronics,North,Corporate,5,22000.0,0.1,99000.0,80005.45,18994.55,2025-11-17,2025-11
ORD10421,2025-11-18,Monitor,Electronics,South,Corporate,5,14000.0,0.05,66500.0,52399.37,14100.63,2025-11-18,2025-11
ORD10363,2025-11-19,Mouse,Accessories,West,Small Business,5,800.0,0.05,3800.0,2922.76,877.24,2025-11-19,2025-11
ORD10103,2025-11-20,Headphones,Accessories,East,Small Business,2,2500.0,0.1,4500.0,2870.21,1629.79,2025-11-20,2025-11
ORD10185,2025-11-20,Tablet,Electronics,East,Consumer,8,22000.0,0.0,176000.0,127051.66,48948.34,2025-11-20,2025-11
ORD10478,2025-11-21,Office Chair,Furniture,East,Corporate,7,8500.0,0.1,53550.0,40310.19,13239.81,2025-11-21,2025-11
ORD10098,2025-11-21,Headphones,Accessories,West,Corporate,5,2500.0,0.0,12500.0,10067.5,2432.5,2025-11-21,2025-11
ORD10259,2025-11-21,Office Chair,Furniture,South,Corporate,3,8500.0,0.1,22950.0,18619.34,4330.66,2025-11-21,2025-11
ORD10528,2025-11-22,Keyboard,Accessories,East,Corporate,3,1500.0,0.1,4050.0,2778.47,1271.53,2025-11-22,2025-11
ORD10386,2025-11-23,Desk,Furniture,East,Consumer,4,11000.0,0.1,39600.0,28361.31,11238.69,2025-11-23,2025-11
ORD10068,2025-11-23,Printer,Office,East,Consumer,5,12000.0,0.05,57000.0,41496.14,15503.86,2025-11-23,2025-11
ORD10518,2025-11-25,Keyboard,Accessories,West,Consumer,7,1500.0,0.05,9975.0,7272.64,2702.36,2025-11-25,2025-11
ORD10359,2025-11-25,Mouse,Accessories,East,Small Business,4,800.0,0.0,3200.0,2338.7,861.3,2025-11-25,2025-11
ORD10582,2025-11-27,Printer,Office,North,Consumer,9,12000.0,0.0,108000.0,75983.64,32016.36,2025-11-27,2025-11
ORD10191,2025-11-28,Monitor,Electronics,South,Corporate,10,14000.0,0.0,140000.0,101557.16,38442.84,2025-11-28,2025-11
ORD10170,2025-11-28,Smartphone,Electronics,East,Consumer,1,28000.0,0.0,28000.0,17703.56,10296.44,2025-11-28,2025-11
ORD10113,2025-11-28,Keyboard,Accessories,East,Consumer,1,1500.0,0.15,1275.0,812.85,462.15,2025-11-28,2025-11
ORD10165,2025-11-29,Laptop,Electronics,North,Corporate,10,55000.0,0.0,550000.0,411490.89,138509.11,2025-11-29,2025-11
ORD10083,2025-11-30,Printer,Office,South,Consumer,7,12000.0,0.1,75600.0,49522.58,26077.42,2025-11-30,2025-11
ORD10443,2025-12-03,Laptop,Electronics,West,Corporate,4,55000.0,0.05,209000.0,135159.46,73840.54,2025-12-03,2025-12
ORD10361,2025-12-03,Monitor,Electronics,North,Corporate,9,14000.0,0.0,126000.0,97296.97,28703.03,2025-12-03,2025-12
ORD10018,2025-12-04,Printer,Office,West,Consumer,2,12000.0,0.05,22800.0,18240.11,4559.89,2025-12-04,2025-12
ORD10154,2025-12-07,Printer,Office,North,Small Business,6,12000.0,0.0,72000.0,45621.68,26378.32,2025-12-07,2025-12
ORD10307,2025-12-07,Monitor,Electronics,West,Small Business,9,14000.0,0.1,113400.0,90423.46,22976.54,2025-12-07,2025-12
ORD10475,2025-12-09,Smartphone,Electronics,West,Small Business,6,28000.0,0.0,168000.0,115830.74,52169.26,2025-12-09,2025-12
ORD10183,2025-12-09,Laptop,Electronics,North,Consumer,2,55000.0,0.05,104500.0,79256.17,25243.83,2025-12-09,2025-12
ORD10110,2025-12-09,Tablet,Electronics,East,Consumer,4,22000.0,0.05,83600.0,56900.31,26699.69,2025-12-09,2025-12
ORD10302,2025-12-09,Printer,Office,North,Corporate,1,12000.0,0.1,10800.0,8019.95,2780.05,2025-12-09,2025-12
ORD10268,2025-12-10,Monitor,Electronics,West,Corporate,6,14000.0,0.15,71400.0,45673.09,25726.91,2025-12-10,2025-12
ORD10159,2025-12-10,Desk,Furniture,West,Small Business,9,11000.0,0.0,99000.0,80503.28,18496.72,2025-12-10,2025-12
ORD10132,2025-12-13,Headphones,Accessories,East,Small Business,2,2500.0,0.0,5000.0,3905.93,1094.07,2025-12-13,2025-12
ORD10125,2025-12-14,Laptop,Electronics,West,Consumer,1,55000.0,0.0,55000.0,36393.62,18606.38,2025-12-14,2025-12
ORD10371,2025-12-15,Monitor,Electronics,North,Small Business,10,14000.0,0.05,133000.0,108962.49,24037.51,2025-12-15,2025-12
ORD10206,2025-12-16,Monitor,Electronics,South,Small Business,1,14000.0,0.05,13300.0,8937.1,4362.9,2025-12-16,2025-12
ORD10054,2025-12-20,Smartphone,Electronics,North,Corporate,3,28000.0,0.0,84000.0,61796.9,22203.1,2025-12-20,2025-12
ORD10303,2025-12-20,Laptop,Electronics,West,Small Business,5,55000.0,0.1,247500.0,200132.25,47367.75,2025-12-20,2025-12
ORD10467,2025-12-20,Desk,Furniture,West,Consumer,1,11000.0,0.05,10450.0,6615.62,3834.38,2025-12-20,2025-12
ORD10407,2025-12-21,Tablet,Electronics,South,Small Business,5,22000.0,0.15,93500.0,64107.2,29392.8,2025-12-21,2025-12
ORD10506,2025-12-21,Mouse,Accessories,South,Corporate,2,800.0,0.1,1440.0,1096.66,343.34,2025-12-21,2025-12
ORD10534,2025-12-22,Tablet,Electronics,South,Small Business,6,22000.0,0.05,125400.0,99582.11,25817.89,2025-12-22,2025-12
ORD10214,2025-12-23,Monitor,Electronics,East,Corporate,4,14000.0,0.1,50400.0,39327.49,11072.51,2025-12-23,2025-12
ORD10405,2025-12-24,Mouse,Accessories,West,Consumer,5,800.0,0.0,4000.0,2832.16,1167.84,2025-12-24,2025-12
ORD10413,2025-12-24,Keyboard,Accessories,South,Small Business,6,1500.0,0.05,8550.0,7008.17,1541.83,2025-12-24,2025-12
ORD10419,2025-12-24,Keyboard,Accessories,South,Consumer,1,1500.0,0.1,1350.0,868.95,481.05,2025-12-24,2025-12
ORD10312,2025-12-25,Smartphone,Electronics,West,Small Business,8,28000.0,0.0,224000.0,176803.84,47196.16,2025-12-25,2025-12
ORD10240,2025-12-26,Tablet,Electronics,East,Small Business,8,22000.0,0.0,176000.0,140862.02,35137.98,2025-12-26,2025-12
ORD10133,2025-12-27,Tablet,Electronics,West,Consumer,3,22000.0,0.15,56100.0,43646.14,12453.86,2025-12-27,2025-12
ORD10141,2025-12-28,Desk,Furniture,South,Corporate,4,11000.0,0.0,44000.0,32920.55,11079.45,2025-12-28,2025-12
ORD10156,2025-12-29,Keyboard,Accessories,West,Small Business,6,1500.0,0.0,9000.0,5823.3,3176.7,2025-12-29,2025-12
ORD10273,2025-12-29,Printer,Office,West,Corporate,4,12000.0,0.05,45600.0,29021.41,16578.59,2025-12-29,2025-12
ORD10005,2025-12-30,Headphones,Accessories,East,Consumer,7,2500.0,0.0,17500.0,13670.97,3829.03,2025-12-30,2025-12
ORD10232,2025-12-30,Laptop,Electronics,North,Consumer,1,55000.0,0.0,55000.0,44608.68,10391.32,2025-12-30,2025-12
ORD10300,2025-12-31,Office Chair,Furniture,West,Corporate,7,8500.0,0.1,53550.0,37828.54,15721.46,2025-12-31,2025-12
ORD10355,2025-12-31,Desk,Furniture,West,Consumer,4,11000.0,0.0,44000.0,32700.67,11299.33,2025-12-31,2025-12
ORD10288,2026-01-04,Keyboard,Accessories,South,Small Business,10,1500.0,0.0,15000.0,10178.47,4821.53,2026-01-04,2026-01
ORD10382,2026-01-05,Printer,Office,East,Consumer,2,12000.0,0.0,24000.0,16586.37,7413.63,2026-01-05,2026-01
ORD10576,2026-01-08,Headphones,Accessories,South,Small Business,1,2500.0,0.1,2250.0,1671.88,578.12,2026-01-08,2026-01
ORD10228,2026-01-10,Headphones,Accessories,South,Consumer,8,2500.0,0.0,20000.0,13977.91,6022.09,2026-01-10,2026-01
ORD10416,2026-01-10,Keyboard,Accessories,East,Consumer,9,1500.0,0.0,13500.0,9507.37,3992.63,2026-01-10,2026-01
ORD10071,2026-01-10,Printer,Office,South,Consumer,3,12000.0,0.1,32400.0,23541.57,8858.43,2026-01-10,2026-01
ORD10267,2026-01-11,Laptop,Electronics,North,Consumer,10,55000.0,0.0,550000.0,360152.03,189847.97,2026-01-11,2026-01
ORD10080,2026-01-11,Office Chair,Furniture,North,Corporate,8,8500.0,0.0,68000.0,42977.94,25022.06,2026-01-11,2026-01
ORD10002,2026-01-12,Monitor,Electronics,West,Corporate,6,14000.0,0.1,75600.0,50751.23,24848.77,2026-01-12,2026-01
ORD10200,2026-01-12,Mouse,Accessories,North,Corporate,9,800.0,0.0,7200.0,5520.4,1679.6,2026-01-12,2026-01
ORD10558,2026-01-13,Headphones,Accessories,South,Consumer,5,2500.0,0.1,11250.0,7865.93,3384.07,2026-01-13,2026-01
ORD10192,2026-01-13,Headphones,Accessories,South,Small Business,6,2500.0,0.0,15000.0,10578.25,4421.75,2026-01-13,2026-01
ORD10301,2026-01-14,Keyboard,Accessories,East,Small Business,3,1500.0,0.1,4050.0,2866.92,1183.08,2026-01-14,2026-01
